province,municipality,auction_type,yr,qtr,outcome,n
Zaragoza,Montañana. Zaragoza,JUDICIAL,2024,3,VENDIDA,1
Zaragoza,Monzalbarba,JUDICIAL,2021,2,VENDIDA,1
Zaragoza,Monzalbarba,JUDICIAL,2022,2,DESIERTA,1
Zaragoza,Morata de Jalon,JUDICIAL,2018,1,VENDIDA,1
Zaragoza,Morata de Jalon,JUDICIAL,2019,3,DESIERTA,1
Zaragoza,Morata de Jalón,JUDICIAL,2026,1,CANCELADA,1
Zaragoza,Moros,AEAT,2019,3,VENDIDA,1
Zaragoza,Moros,AEAT,2020,4,VENDIDA,1
Zaragoza,Mria de Huerva,JUDICIAL,2016,1,DESIERTA,1
Zaragoza,Muel,JUDICIAL,2016,3,DESIERTA,1
Zaragoza,Muel,JUDICIAL,2016,4,VENDIDA,1
Zaragoza,Muel,JUDICIAL,2018,1,DESIERTA,1
Zaragoza,Muel,JUDICIAL,2018,4,DESIERTA,1
Zaragoza,Muel,JUDICIAL,2019,2,DESIERTA,1
Zaragoza,Muel,JUDICIAL,2019,4,VENDIDA,1
Zaragoza,Muel,JUDICIAL,2021,2,DESIERTA,1
Zaragoza,Muel,JUDICIAL,2022,1,DESIERTA,1
Zaragoza,Muel,JUDICIAL,2024,3,DESIERTA,1
Zaragoza,Muel,JUDICIAL,2026,1,CANCELADA,1
Zaragoza,Muela (la),AEAT,2022,3,VENDIDA,2
Zaragoza,Muela (la),AEAT,2022,4,CANCELADA,1
Zaragoza,Muela (la),AEAT,2023,1,CANCELADA,1
Zaragoza,Muela (la),AEAT,2026,3,VENDIDA,1
Zaragoza,Muela (la),NOTARIAL,2023,1,DESIERTA,1
Zaragoza,Murero,JUDICIAL,2022,2,DESIERTA,1
Zaragoza,Murillo de Gállego,JUDICIAL,2021,2,DESIERTA,1
Zaragoza,Nonaspe,JUDICIAL,2019,4,DESIERTA,1
Zaragoza,Nonaspe,JUDICIAL,2021,4,VENDIDA,1
Zaragoza,Nonaspe,JUDICIAL,2026,1,CANCELADA,1
Zaragoza,Novallas,JUDICIAL,2017,2,DESIERTA,1
Zaragoza,Novallas,JUDICIAL,2017,3,VENDIDA,1
Zaragoza,Novallas,JUDICIAL,2021,2,DESIERTA,1
Zaragoza,Novallas,JUDICIAL,2024,3,VENDIDA,1
Zaragoza,Nuez de Ebro,AEAT,2022,2,VENDIDA,4
Zaragoza,Nuez de Ebro,AEAT,2024,3,CANCELADA,1
Zaragoza,Nuez de Ebro,JUDICIAL,2016,2,DESIERTA,2
Zaragoza,Nuez de Ebro,JUDICIAL,2017,4,DESIERTA,1
Zaragoza,Nuez de Ebro,JUDICIAL,2022,3,DESIERTA,1
Zaragoza,Nuez de Ebro,JUDICIAL,2023,2,VENDIDA,1
Zaragoza,Nuez de Ebro,JUDICIAL,2025,1,VENDIDA,1
Zaragoza,Osera,AEAT,2022,1,VENDIDA,1
Zaragoza,Osera de Ebro,AEAT,2021,2,DESIERTA,1
Zaragoza,Osera de Ebro,JUDICIAL,2017,1,DESIERTA,1
Zaragoza,Osera de Ebro,JUDICIAL,2024,1,DESIERTA,1
Zaragoza,Osera de Ebro,JUDICIAL,2026,1,CANCELADA,1
Zaragoza,Paracuellos de Jiloca,AEAT,2023,2,VENDIDA,1
Zaragoza,Paracuellos de Jiloca,JUDICIAL,2017,3,DESIERTA,1
Zaragoza,Pastriz,AEAT,2019,3,VENDIDA,1
Zaragoza,Pastriz,AEAT,2021,2,VENDIDA,6
Zaragoza,Pastriz,AEAT,2021,3,VENDIDA,4
Zaragoza,Pastriz,AEAT,2021,4,VENDIDA,5
Zaragoza,Pastriz,AEAT,2022,2,VENDIDA,6
Zaragoza,Pastriz,AEAT,2022,3,VENDIDA,3
Zaragoza,Pastriz,AEAT,2023,1,VENDIDA,15
Zaragoza,Pastriz,AEAT,2024,1,VENDIDA,5
Zaragoza,Pastriz,JUDICIAL,2018,2,DESIERTA,1
Zaragoza,Pastriz,JUDICIAL,2018,3,VENDIDA,1
Zaragoza,Pastriz,JUDICIAL,2024,2,DESIERTA,1
Zaragoza,Pastriz,JUDICIAL,2026,1,CANCELADA,1
Zaragoza,Pedrola,AEAT,2022,4,VENDIDA,3
Zaragoza,Pedrola,AEAT,2023,2,VENDIDA,1
Zaragoza,Pedrola,AEAT,2026,1,CANCELADA,1
Zaragoza,Pedrola,JUDICIAL,2016,2,DESIERTA,1
Zaragoza,Pedrola,JUDICIAL,2017,2,DESIERTA,1
Zaragoza,Pedrola,JUDICIAL,2019,1,DESIERTA,1
Zaragoza,Pedrola,JUDICIAL,2019,2,DESIERTA,1
Zaragoza,Pedrola,JUDICIAL,2020,1,VENDIDA,1
Zaragoza,Pedrola,JUDICIAL,2021,1,DESIERTA,1
Zaragoza,Pedrola,JUDICIAL,2021,2,DESIERTA,1
Zaragoza,Pedrola,JUDICIAL,2023,2,VENDIDA,1
Zaragoza,Pedrola,JUDICIAL,2023,3,DESIERTA,1
Zaragoza,Pedrola,JUDICIAL,2024,4,DESIERTA,1
Zaragoza,Perdiguera,JUDICIAL,2023,3,DESIERTA,1
Zaragoza,Peñaflor,JUDICIAL,2017,2,DESIERTA,1
Zaragoza,Peñaflor,JUDICIAL,2019,4,VENDIDA,1
Zaragoza,Peñaflor,JUDICIAL,2022,2,DESIERTA,1
Zaragoza,Peñaflor,JUDICIAL,2026,1,VENDIDA,1
Zaragoza,Peñaflor de Gallego,JUDICIAL,2023,3,VENDIDA,1
Zaragoza,Pina de Ebro,AEAT,2023,4,VENDIDA,5
Zaragoza,Pina de Ebro,JUDICIAL,2016,4,DESIERTA,1
Zaragoza,Pina de Ebro,JUDICIAL,2017,4,DESIERTA,1
Zaragoza,Pina de Ebro,JUDICIAL,2018,1,DESIERTA,1
Zaragoza,Pina de Ebro,JUDICIAL,2018,2,VENDIDA,1
Zaragoza,Pina de Ebro,JUDICIAL,2021,1,DESIERTA,1
Zaragoza,Pina de Ebro,JUDICIAL,2021,2,DESIERTA,1
Zaragoza,Pina de Ebro,JUDICIAL,2023,2,DESIERTA,1
Zaragoza,Pina de Ebro,JUDICIAL,2024,2,DESIERTA,1
Zaragoza,Pina de Ebro,JUDICIAL,2024,3,DESIERTA,1
Zaragoza,Pina de Ebro,JUDICIAL,2024,4,VENDIDA,1
Zaragoza,Pinseque,AEAT,2019,3,VENDIDA,1
Zaragoza,Pinseque,JUDICIAL,2016,1,DESIERTA,1
Zaragoza,Pinseque,JUDICIAL,2016,2,DESIERTA,3
Zaragoza,Pinseque,JUDICIAL,2017,1,DESIERTA,1
Zaragoza,Pinseque,JUDICIAL,2017,2,DESIERTA,2
Zaragoza,Pinseque,JUDICIAL,2017,4,DESIERTA,2
Zaragoza,Pinseque,JUDICIAL,2018,1,DESIERTA,1
Zaragoza,Pinseque,JUDICIAL,2018,1,VENDIDA,1
Zaragoza,Pinseque,JUDICIAL,2018,4,DESIERTA,1
Zaragoza,Pinseque,JUDICIAL,2020,2,DESIERTA,2
Zaragoza,Pinseque,JUDICIAL,2020,4,DESIERTA,2
Zaragoza,Pinseque,JUDICIAL,2020,4,VENDIDA,1
Zaragoza,Pinseque,JUDICIAL,2021,4,VENDIDA,1
Zaragoza,Pinseque,JUDICIAL,2022,1,DESIERTA,1
Zaragoza,Pinseque,JUDICIAL,2022,2,VENDIDA,1
Zaragoza,Pinseque,JUDICIAL,2022,4,DESIERTA,1
Zaragoza,Pinseque,JUDICIAL,2022,4,VENDIDA,1
Zaragoza,Pinseque,JUDICIAL,2025,2,DESIERTA,1
Zaragoza,Pinseque,JUDICIAL,2025,2,VENDIDA,1
Zaragoza,Pinseque,JUDICIAL,2026,1,CANCELADA,2
Zaragoza,Pinseque,JUDICIAL,2026,1,VENDIDA,1
Zaragoza,Plasencia de Jalon,JUDICIAL,2020,1,DESIERTA,1
Zaragoza,Plasencia de Jalón,JUDICIAL,2024,2,VENDIDA,1
Zaragoza,Pomer,JUDICIAL,2016,2,DESIERTA,1
Zaragoza,Pozuelo de Aragon,JUDICIAL,2016,1,VENDIDA,1
Zaragoza,Pradilla de Ebro,JUDICIAL,2026,2,DESIERTA,1
Zaragoza,Puebla de Alfinden,AEAT,2019,2,VENDIDA,1
Zaragoza,Puebla de Alfinden,AEAT,2021,2,VENDIDA,1
Zaragoza,Puebla de Alfinden,AEAT,2023,1,VENDIDA,1
Zaragoza,Puendeluna,JUDICIAL,2025,4,DESIERTA,1
Zaragoza,Quinto,JUDICIAL,2022,1,DESIERTA,1
Zaragoza,Quinto de Ebro,AEAT,2019,4,VENDIDA,1
Zaragoza,Quinto de Ebro,JUDICIAL,2016,1,DESIERTA,1
Zaragoza,Quinto de Ebro,JUDICIAL,2016,4,VENDIDA,1
Zaragoza,Quinto de Ebro,JUDICIAL,2019,3,DESIERTA,1
Zaragoza,Quinto de Ebro,JUDICIAL,2020,3,DESIERTA,1
Zaragoza,Remolinos,JUDICIAL,2016,2,DESIERTA,3
Zaragoza,Remolinos,JUDICIAL,2020,3,DESIERTA,1
Zaragoza,Ricla,JUDICIAL,2016,1,DESIERTA,1
Zaragoza,Ricla,JUDICIAL,2017,1,DESIERTA,3
Zaragoza,Ricla,JUDICIAL,2017,1,VENDIDA,1
Zaragoza,Ricla,JUDICIAL,2017,2,DESIERTA,1
Zaragoza,Ricla,JUDICIAL,2017,3,DESIERTA,1
Zaragoza,Ricla,JUDICIAL,2017,4,VENDIDA,3
Zaragoza,Ricla,JUDICIAL,2018,4,VENDIDA,2
Zaragoza,Ricla,JUDICIAL,2019,4,DESIERTA,1
Zaragoza,Ricla,JUDICIAL,2020,4,DESIERTA,1
Zaragoza,Ricla,JUDICIAL,2022,2,DESIERTA,1
Zaragoza,Ricla,JUDICIAL,2023,1,DESIERTA,1
Zaragoza,Ricla,JUDICIAL,2023,3,DESIERTA,1
Zaragoza,Ricla,JUDICIAL,2024,2,VENDIDA,1
Zaragoza,Ricla,JUDICIAL,2024,4,VENDIDA,1
Zaragoza,Ricla,JUDICIAL,2025,3,VENDIDA,1
Zaragoza,Ricla,JUDICIAL,2026,1,CANCELADA,5
Zaragoza,Roden,JUDICIAL,2017,1,DESIERTA,1
Zaragoza,Rueda de Jalón,JUDICIAL,2026,2,CANCELADA,1
Zaragoza,Sabiñán,JUDICIAL,2026,2,VENDIDA,1
Zaragoza,Sadaba,AEAT,2021,1,VENDIDA,2
Zaragoza,Sadaba,AEAT,2021,4,VENDIDA,1
Zaragoza,Sadaba,AEAT,2025,3,VENDIDA,2
Zaragoza,Sadaba,AEAT,2026,1,CANCELADA,2
Zaragoza,Sadaba,JUDICIAL,2019,1,DESIERTA,1
Zaragoza,Sadaba,JUDICIAL,2024,1,VENDIDA,1
Zaragoza,Salvatierra de Esca,JUDICIAL,2024,3,VENDIDA,1
Zaragoza,San Juan de Mozarrifar,JUDICIAL,2020,2,VENDIDA,1
Zaragoza,San Juan de Mozarrifar,JUDICIAL,2021,4,DESIERTA,1
Zaragoza,San Juan de Mozarrifar,JUDICIAL,2023,3,VENDIDA,1
Zaragoza,San Martin de Moncayo,JUDICIAL,2017,2,DESIERTA,1
Zaragoza,San Mateo Gallego,JUDICIAL,2018,1,VENDIDA,1
Zaragoza,San Mateo de Gallego,AEAT,2019,4,VENDIDA,2
Zaragoza,San Mateo de Gallego,AEAT,2024,4,CANCELADA,1
Zaragoza,San Mateo de Gallego,AEAT,2025,2,CANCELADA,1
Zaragoza,San Mateo de Gallego,JUDICIAL,2016,2,VENDIDA,1
Zaragoza,San Mateo de Gallego,JUDICIAL,2016,4,DESIERTA,1
Zaragoza,San Mateo de Gallego,JUDICIAL,2017,2,DESIERTA,1
Zaragoza,San Mateo de Gallego,JUDICIAL,2017,4,DESIERTA,2
Zaragoza,San Mateo de Gallego,JUDICIAL,2017,4,VENDIDA,1
Zaragoza,San Mateo de Gallego,JUDICIAL,2018,2,DESIERTA,1
Zaragoza,San Mateo de Gallego,JUDICIAL,2020,1,DESIERTA,1
Zaragoza,San Mateo de Gallego,JUDICIAL,2021,1,DESIERTA,1
Zaragoza,San Mateo de Gallego,JUDICIAL,2021,2,DESIERTA,1
Zaragoza,San Mateo de Gallego,JUDICIAL,2023,4,VENDIDA,1
Zaragoza,San Mateo de Gállego,JUDICIAL,2018,2,DESIERTA,1
Zaragoza,San Mateo de Gállego,JUDICIAL,2024,3,DESIERTA,1
Zaragoza,San Mato de Gallego,JUDICIAL,2017,1,DESIERTA,1
Zaragoza,Sancho Abarca-Tauste,JUDICIAL,2023,2,DESIERTA,1
Zaragoza,Santa Cruz de Grio,JUDICIAL,2025,3,DESIERTA,1
Zaragoza,Sastago,JUDICIAL,2022,2,DESIERTA,1
Zaragoza,Saviñan,AEAT,2023,2,VENDIDA,1
Zaragoza,Sierra de Luna,JUDICIAL,2023,4,CANCELADA,1
Zaragoza,Sierra de Luna,JUDICIAL,2024,4,DESIERTA,1
Zaragoza,Sobradiel,AEAT,2021,3,CANCELADA,1
Zaragoza,Sobradiel,AEAT,2021,4,VENDIDA,7
Zaragoza,Sobradiel,JUDICIAL,2016,2,DESIERTA,1
Zaragoza,Sobradiel,JUDICIAL,2017,4,DESIERTA,1
Zaragoza,Sobradiel,JUDICIAL,2020,1,DESIERTA,1
Zaragoza,Sobradiel,JUDICIAL,2020,4,VENDIDA,1
Zaragoza,Sobradiel,JUDICIAL,2023,2,DESIERTA,1
Zaragoza,Sobradiel,JUDICIAL,2023,3,DESIERTA,1
Zaragoza,Sos del Rey Catolico,AEAT,2022,4,VENDIDA,1
Zaragoza,Sos del Rey Catolico,AEAT,2023,4,VENDIDA,1
Zaragoza,Sos del Rey Catolico,AEAT,2025,3,VENDIDA,8
Zaragoza,Sos del Rey Catolico,AEAT,2026,1,CANCELADA,1
Zaragoza,Sos del Rey Catolico,AEAT,2026,1,VENDIDA,2
Zaragoza,Sos del Rey Catolico,JUDICIAL,2018,2,VENDIDA,1
Zaragoza,Sos del Rey Catolico,JUDICIAL,2018,4,DESIERTA,1
Zaragoza,Sos del Rey Catolico,JUDICIAL,2026,1,CANCELADA,1
Zaragoza,Sos del Rey Católico,JUDICIAL,2024,4,DESIERTA,1
Zaragoza,Sádaba,JUDICIAL,2021,4,VENDIDA,1
Zaragoza,Sádaba,JUDICIAL,2022,4,VENDIDA,1
Zaragoza,Sástago,JUDICIAL,2017,4,DESIERTA,1
Zaragoza,Tabuenca,AEAT,2019,1,VENDIDA,1
Zaragoza,Tabuenca,JUDICIAL,2021,2,VENDIDA,1
Zaragoza,Tarazona,AEAT,2025,2,VENDIDA,2
Zaragoza,Tarazona,JUDICIAL,2016,1,DESIERTA,3
Zaragoza,Tarazona,JUDICIAL,2016,2,DESIERTA,2
Zaragoza,Tarazona,JUDICIAL,2016,4,DESIERTA,1
Zaragoza,Tarazona,JUDICIAL,2017,1,DESIERTA,5
Zaragoza,Tarazona,JUDICIAL,2017,2,DESIERTA,1
Zaragoza,Tarazona,JUDICIAL,2017,4,DESIERTA,3
Zaragoza,Tarazona,JUDICIAL,2018,3,DESIERTA,2
Zaragoza,Tarazona,JUDICIAL,2018,3,VENDIDA,1
Zaragoza,Tarazona,JUDICIAL,2018,4,DESIERTA,1
Zaragoza,Tarazona,JUDICIAL,2018,4,VENDIDA,1
Zaragoza,Tarazona,JUDICIAL,2019,2,VENDIDA,1
Zaragoza,Tarazona,JUDICIAL,2020,1,DESIERTA,1
Zaragoza,Tarazona,JUDICIAL,2021,1,DESIERTA,1
Zaragoza,Tarazona,JUDICIAL,2021,2,DESIERTA,3
Zaragoza,Tarazona,JUDICIAL,2021,3,DESIERTA,2
Zaragoza,Tarazona,JUDICIAL,2021,4,DESIERTA,1
Zaragoza,Tarazona,JUDICIAL,2022,2,DESIERTA,2
Zaragoza,Tarazona,JUDICIAL,2022,4,DESIERTA,3
Zaragoza,Tarazona,JUDICIAL,2023,2,DESIERTA,1
Zaragoza,Tarazona,JUDICIAL,2024,2,DESIERTA,1
Zaragoza,Tarazona,JUDICIAL,2026,1,CANCELADA,2
Zaragoza,Tauste,AEAT,2022,4,VENDIDA,1
Zaragoza,Tauste,AEAT,2024,2,VENDIDA,1
Zaragoza,Tauste,AEAT,2025,2,VENDIDA,4
Zaragoza,Tauste,JUDICIAL,2016,1,DESIERTA,4
Zaragoza,Tauste,JUDICIAL,2016,2,DESIERTA,2
Zaragoza,Tauste,JUDICIAL,2017,1,DESIERTA,1
Zaragoza,Tauste,JUDICIAL,2017,2,DESIERTA,2
Zaragoza,Tauste,JUDICIAL,2019,3,VENDIDA,1
Zaragoza,Tauste,JUDICIAL,2020,1,VENDIDA,2
Zaragoza,Tauste,JUDICIAL,2021,4,VENDIDA,1
Zaragoza,Tauste,JUDICIAL,2022,1,VENDIDA,1
Zaragoza,Tauste,JUDICIAL,2024,1,DESIERTA,1
Zaragoza,Tauste,JUDICIAL,2025,1,VENDIDA,1
Zaragoza,Tauste,JUDICIAL,2026,1,CANCELADA,3
Zaragoza,Tauste,JUDICIAL,2026,2,VENDIDA,1
Zaragoza,Tauste,JUDICIAL,2026,3,VENDIDA,1
Zaragoza,Tauste,NOTARIAL,2021,2,VENDIDA,1
Zaragoza,Terrer,JUDICIAL,2017,4,DESIERTA,1
Zaragoza,Terrer,JUDICIAL,2022,4,DESIERTA,1
Zaragoza,Terrer,JUDICIAL,2024,2,DESIERTA,1
Zaragoza,Terrer,JUDICIAL,2026,1,CANCELADA,1
Zaragoza,Torres de Berrellen,AEAT,2022,4,CANCELADA,1
Zaragoza,Torres de Berrellen,AEAT,2023,1,DESIERTA,1
Zaragoza,Torres de Berrellen,JUDICIAL,2023,2,VENDIDA,1
Zaragoza,Torres de Berrellén,JUDICIAL,2023,1,VENDIDA,1
Zaragoza,Torres de Berrellén,JUDICIAL,2026,1,DESIERTA,1
Zaragoza,Urrea de Jalon,JUDICIAL,2017,2,DESIERTA,1
Zaragoza,Urrea de Jalon,JUDICIAL,2018,1,DESIERTA,1
Zaragoza,Urrea de Jalon,JUDICIAL,2018,4,DESIERTA,1
Zaragoza,Urrea de Jalon,JUDICIAL,2019,4,DESIERTA,1
Zaragoza,Urrea de Jalon,JUDICIAL,2022,2,DESIERTA,1
Zaragoza,Urries,JUDICIAL,2017,2,DESIERTA,1
Zaragoza,Utebo,AEAT,2019,3,VENDIDA,1
Zaragoza,Utebo,AEAT,2020,1,VENDIDA,1
Zaragoza,Utebo,AEAT,2021,3,DESIERTA,1
Zaragoza,Utebo,AEAT,2022,4,CANCELADA,1
Zaragoza,Utebo,AEAT,2024,1,VENDIDA,1
Zaragoza,Utebo,AEAT,2025,1,CANCELADA,1
Zaragoza,Utebo,AEAT,2025,2,VENDIDA,1
Zaragoza,Utebo,AEAT,2026,1,CANCELADA,3
Zaragoza,Utebo,JUDICIAL,2016,1,DESIERTA,1
Zaragoza,Utebo,JUDICIAL,2016,2,DESIERTA,3
Zaragoza,Utebo,JUDICIAL,2016,2,VENDIDA,1
Zaragoza,Utebo,JUDICIAL,2016,3,DESIERTA,3
Zaragoza,Utebo,JUDICIAL,2017,1,DESIERTA,2
Zaragoza,Utebo,JUDICIAL,2017,2,DESIERTA,1
Zaragoza,Utebo,JUDICIAL,2017,2,VENDIDA,1
Zaragoza,Utebo,JUDICIAL,2017,3,DESIERTA,1
Zaragoza,Utebo,JUDICIAL,2017,4,DESIERTA,1
Zaragoza,Utebo,JUDICIAL,2018,2,DESIERTA,1
Zaragoza,Utebo,JUDICIAL,2018,2,VENDIDA,3
Zaragoza,Utebo,JUDICIAL,2018,3,DESIERTA,1
Zaragoza,Utebo,JUDICIAL,2018,3,VENDIDA,1
Zaragoza,Utebo,JUDICIAL,2018,4,DESIERTA,3
Zaragoza,Utebo,JUDICIAL,2018,4,VENDIDA,2
Zaragoza,Utebo,JUDICIAL,2019,2,DESIERTA,2
Zaragoza,Utebo,JUDICIAL,2019,2,VENDIDA,1
Zaragoza,Utebo,JUDICIAL,2019,4,VENDIDA,1
Zaragoza,Utebo,JUDICIAL,2020,1,DESIERTA,1
Zaragoza,Utebo,JUDICIAL,2020,2,DESIERTA,1
Zaragoza,Utebo,JUDICIAL,2020,4,DESIERTA,1
Zaragoza,Utebo,JUDICIAL,2021,1,DESIERTA,1
Zaragoza,Utebo,JUDICIAL,2021,1,VENDIDA,2
Zaragoza,Utebo,JUDICIAL,2021,2,DESIERTA,1
Zaragoza,Utebo,JUDICIAL,2021,2,VENDIDA,2
Zaragoza,Utebo,JUDICIAL,2021,4,DESIERTA,1
Zaragoza,Utebo,JUDICIAL,2021,4,VENDIDA,3
Zaragoza,Utebo,JUDICIAL,2022,1,DESIERTA,1
Zaragoza,Utebo,JUDICIAL,2022,2,VENDIDA,1
Zaragoza,Utebo,JUDICIAL,2022,3,DESIERTA,1
Zaragoza,Utebo,JUDICIAL,2022,3,VENDIDA,1
Zaragoza,Utebo,JUDICIAL,2022,4,DESIERTA,2
Zaragoza,Utebo,JUDICIAL,2022,4,VENDIDA,2
Zaragoza,Utebo,JUDICIAL,2023,1,DESIERTA,1
Zaragoza,Utebo,JUDICIAL,2023,1,VENDIDA,1
Zaragoza,Utebo,JUDICIAL,2023,2,DESIERTA,1
Zaragoza,Utebo,JUDICIAL,2023,3,DESIERTA,1
Zaragoza,Utebo,JUDICIAL,2024,1,DESIERTA,2
Zaragoza,Utebo,JUDICIAL,2024,1,VENDIDA,1
Zaragoza,Utebo,JUDICIAL,2024,2,DESIERTA,1
Zaragoza,Utebo,JUDICIAL,2024,3,DESIERTA,1
Zaragoza,Utebo,JUDICIAL,2024,4,DESIERTA,1
Zaragoza,Utebo,JUDICIAL,2024,4,VENDIDA,2
Zaragoza,Utebo,JUDICIAL,2025,1,VENDIDA,1
Zaragoza,Utebo,JUDICIAL,2025,2,VENDIDA,3
Zaragoza,Utebo,JUDICIAL,2026,1,CANCELADA,7
Zaragoza,Utebo,JUDICIAL,2026,2,VENDIDA,1
Zaragoza,Utebo,JUDICIAL,2026,3,VENDIDA,1
Zaragoza,"Utebo, Zaragoza",JUDICIAL,2018,4,DESIERTA,1
Zaragoza,Velilla de Ebro,AEAT,2019,4,DESIERTA,1
Zaragoza,Velilla de Ebro,JUDICIAL,2017,3,DESIERTA,1
Zaragoza,Velilla de Ebro,JUDICIAL,2021,2,DESIERTA,1
Zaragoza,Velilla de Ebro,JUDICIAL,2022,4,DESIERTA,1
Zaragoza,Velilla de Ebro,JUDICIAL,2024,2,DESIERTA,1
Zaragoza,Velilla de Jiloca,JUDICIAL,2025,3,DESIERTA,1
Zaragoza,Velilla de Jiloca,JUDICIAL,2026,1,CANCELADA,1
Zaragoza,Vera de Moncayo,AEAT,2019,4,CANCELADA,1
Zaragoza,Vera de Moncayo,AEAT,2019,4,VENDIDA,1
Zaragoza,Villafranca de Ebro,JUDICIAL,2016,2,DESIERTA,2
Zaragoza,Villafranca de Ebro,JUDICIAL,2017,1,DESIERTA,1
Zaragoza,Villafranca de Ebro,JUDICIAL,2017,2,DESIERTA,1
Zaragoza,Villafranca de Ebro,JUDICIAL,2018,2,DESIERTA,1
Zaragoza,Villafranca de Ebro,JUDICIAL,2019,2,DESIERTA,1
Zaragoza,Villafranca de Ebro,JUDICIAL,2019,4,VENDIDA,1
Zaragoza,Villafranca de Ebro,JUDICIAL,2021,2,VENDIDA,1
Zaragoza,Villamayor,JUDICIAL,2021,1,VENDIDA,1
Zaragoza,Villamayor,JUDICIAL,2023,1,VENDIDA,1
Zaragoza,Villamayor,JUDICIAL,2023,4,VENDIDA,1
Zaragoza,Villamayor de Gallego,AEAT,2024,1,VENDIDA,1
Zaragoza,Villamayor de Gallego,JUDICIAL,2024,4,DESIERTA,1
Zaragoza,Villamayor de Gállego,NOTARIAL,2020,1,VENDIDA,1
Zaragoza,Villanueva de Gallego,AEAT,2022,1,DESIERTA,1
Zaragoza,Villanueva de Gallego,AEAT,2022,1,VENDIDA,2
Zaragoza,Villanueva de Gallego,AEAT,2022,2,VENDIDA,3
Zaragoza,Villanueva de Gallego,AEAT,2024,3,VENDIDA,1
Zaragoza,Villanueva de Gallego,AEAT,2025,1,VENDIDA,1
Zaragoza,Villanueva de Gallego,JUDICIAL,2016,1,DESIERTA,2
Zaragoza,Villanueva de Gallego,JUDICIAL,2016,2,DESIERTA,1
Zaragoza,Villanueva de Gallego,JUDICIAL,2017,1,VENDIDA,1
Zaragoza,Villanueva de Gallego,JUDICIAL,2017,4,DESIERTA,1
Zaragoza,Villanueva de Gallego,JUDICIAL,2017,4,VENDIDA,1
Zaragoza,Villanueva de Gallego,JUDICIAL,2018,1,DESIERTA,3
Zaragoza,Villanueva de Gallego,JUDICIAL,2018,3,DESIERTA,1
Zaragoza,Villanueva de Gallego,JUDICIAL,2018,4,DESIERTA,1
Zaragoza,Villanueva de Gallego,JUDICIAL,2018,4,VENDIDA,1
Zaragoza,Villanueva de Gallego,JUDICIAL,2019,2,DESIERTA,1
Zaragoza,Villanueva de Gallego,JUDICIAL,2021,4,VENDIDA,1
Zaragoza,Villanueva de Gallego,JUDICIAL,2024,4,VENDIDA,1
Zaragoza,Villanueva de Gallego,JUDICIAL,2025,3,VENDIDA,1
Zaragoza,Villanueva de Gallego,JUDICIAL,2026,1,CANCELADA,2
Zaragoza,Villanueva de Galleo,JUDICIAL,2026,1,CANCELADA,1
Zaragoza,Villanueva de Gállego,AEAT,2025,3,VENDIDA,2
Zaragoza,Villanueva de Gállego,JUDICIAL,2016,2,DESIERTA,2
Zaragoza,Villanueva de Gállego,JUDICIAL,2017,2,DESIERTA,1
Zaragoza,Villanueva de Gállego,JUDICIAL,2019,4,VENDIDA,1
Zaragoza,Villanueva de Gállego,JUDICIAL,2026,1,CANCELADA,1
Zaragoza,Villanueva de Gállego,JUDICIAL,2026,1,VENDIDA,1
Zaragoza,Villanueva de Gállego,NOTARIAL,2018,1,VENDIDA,1
Zaragoza,Villanueva de Huerva,JUDICIAL,2018,2,DESIERTA,1
Zaragoza,Villanueva de Huerva,JUDICIAL,2019,3,DESIERTA,1
Zaragoza,Villanueva de Huerva,JUDICIAL,2019,4,DESIERTA,1
Zaragoza,Za,JUDICIAL,2023,4,DESIERTA,1
Zaragoza,Za,JUDICIAL,2024,1,VENDIDA,1
Zaragoza,Zaagoza,JUDICIAL,2026,1,CANCELADA,1
Zaragoza,Zar,JUDICIAL,2023,2,DESIERTA,1
Zaragoza,Zar,JUDICIAL,2023,2,VENDIDA,1
Zaragoza,Zaraboza,JUDICIAL,2016,1,DESIERTA,1
Zaragoza,Zarag0za,JUDICIAL,2024,4,VENDIDA,2
Zaragoza,Zaragoza,AEAT,2018,4,VENDIDA,1
Zaragoza,Zaragoza,AEAT,2019,1,DESIERTA,1
Zaragoza,Zaragoza,AEAT,2019,1,VENDIDA,8
Zaragoza,Zaragoza,AEAT,2019,2,VENDIDA,12
Zaragoza,Zaragoza,AEAT,2019,3,CANCELADA,1
Zaragoza,Zaragoza,AEAT,2019,3,DESIERTA,1
Zaragoza,Zaragoza,AEAT,2019,3,VENDIDA,12
Zaragoza,Zaragoza,AEAT,2019,4,CANCELADA,2
Zaragoza,Zaragoza,AEAT,2019,4,VENDIDA,7
Zaragoza,Zaragoza,AEAT,2020,1,DESIERTA,1
Zaragoza,Zaragoza,AEAT,2020,1,VENDIDA,4
Zaragoza,Zaragoza,AEAT,2020,2,VENDIDA,2
Zaragoza,Zaragoza,AEAT,2020,3,CANCELADA,1
Zaragoza,Zaragoza,AEAT,2020,3,VENDIDA,12
Zaragoza,Zaragoza,AEAT,2020,4,CANCELADA,2
Zaragoza,Zaragoza,AEAT,2020,4,VENDIDA,4
Zaragoza,Zaragoza,AEAT,2021,1,DESIERTA,1
Zaragoza,Zaragoza,AEAT,2021,1,VENDIDA,12
Zaragoza,Zaragoza,AEAT,2021,2,CANCELADA,4
