province,municipality,auction_type,yr,qtr,outcome,n
"","",AEAT,2018,4,VENDIDA,1
"","",AEAT,2019,1,CANCELADA,1
"","",AEAT,2019,1,VENDIDA,11
"","",AEAT,2019,2,DESIERTA,3
"","",AEAT,2019,2,VENDIDA,14
"","",AEAT,2019,3,DESIERTA,1
"","",AEAT,2019,3,VENDIDA,9
"","",AEAT,2019,4,DESIERTA,1
"","",AEAT,2019,4,VENDIDA,12
"","",AEAT,2020,1,DESIERTA,1
"","",AEAT,2020,1,VENDIDA,12
"","",AEAT,2020,2,VENDIDA,8
"","",AEAT,2020,3,VENDIDA,24
"","",AEAT,2020,4,VENDIDA,7
"","",AEAT,2021,1,VENDIDA,14
"","",AEAT,2021,2,DESIERTA,1
"","",AEAT,2021,2,VENDIDA,15
"","",AEAT,2021,3,VENDIDA,9
"","",AEAT,2021,4,VENDIDA,12
"","",AEAT,2022,1,VENDIDA,6
"","",AEAT,2022,2,VENDIDA,6
"","",AEAT,2022,3,DESIERTA,7
"","",AEAT,2022,3,VENDIDA,25
"","",AEAT,2022,4,DESIERTA,2
"","",AEAT,2022,4,VENDIDA,36
"","",AEAT,2023,1,DESIERTA,1
"","",AEAT,2023,1,VENDIDA,3
"","",AEAT,2023,2,DESIERTA,1
"","",AEAT,2023,2,VENDIDA,13
"","",AEAT,2023,3,DESIERTA,4
"","",AEAT,2023,3,VENDIDA,5
"","",AEAT,2023,4,VENDIDA,9
"","",AEAT,2024,1,DESIERTA,2
"","",AEAT,2024,1,VENDIDA,6
"","",AEAT,2024,2,DESIERTA,4
"","",AEAT,2024,2,VENDIDA,12
"","",AEAT,2024,3,CANCELADA,1
"","",AEAT,2024,3,DESIERTA,3
"","",AEAT,2024,3,VENDIDA,18
"","",AEAT,2024,4,VENDIDA,10
"","",AEAT,2025,1,VENDIDA,4
"","",AEAT,2025,2,CANCELADA,1
"","",AEAT,2025,2,DESIERTA,3
"","",AEAT,2025,2,VENDIDA,20
"","",AEAT,2025,3,CANCELADA,1
"","",AEAT,2025,3,DESIERTA,4
"","",AEAT,2025,3,VENDIDA,9
"","",AEAT,2025,4,VENDIDA,2
"","",AEAT,2026,1,CANCELADA,13
"","",AEAT,2026,1,DESIERTA,2
"","",AEAT,2026,1,VENDIDA,3
"","",AEAT,2026,2,CANCELADA,1
"","",AEAT,2026,2,VENDIDA,12
"","",JUDICIAL,2016,1,DESIERTA,1
"","",JUDICIAL,2016,1,VENDIDA,4
"","",JUDICIAL,2016,2,CANCELADA,1
"","",JUDICIAL,2016,2,VENDIDA,5
"","",JUDICIAL,2016,3,VENDIDA,2
"","",JUDICIAL,2016,4,VENDIDA,4
"","",JUDICIAL,2017,1,DESIERTA,1
"","",JUDICIAL,2017,1,VENDIDA,5
"","",JUDICIAL,2017,2,DESIERTA,2
"","",JUDICIAL,2017,2,VENDIDA,11
"","",JUDICIAL,2017,3,VENDIDA,4
"","",JUDICIAL,2017,4,DESIERTA,2
"","",JUDICIAL,2017,4,VENDIDA,14
"","",JUDICIAL,2018,1,DESIERTA,1
"","",JUDICIAL,2018,1,VENDIDA,9
"","",JUDICIAL,2018,2,VENDIDA,3
"","",JUDICIAL,2018,3,DESIERTA,1
"","",JUDICIAL,2018,3,VENDIDA,1
"","",JUDICIAL,2018,4,DESIERTA,1
"","",JUDICIAL,2018,4,VENDIDA,6
"","",JUDICIAL,2019,1,VENDIDA,7
"","",JUDICIAL,2019,2,DESIERTA,3
"","",JUDICIAL,2019,2,VENDIDA,10
"","",JUDICIAL,2019,3,VENDIDA,13
"","",JUDICIAL,2019,4,DESIERTA,3
"","",JUDICIAL,2019,4,VENDIDA,20
"","",JUDICIAL,2020,1,VENDIDA,16
"","",JUDICIAL,2020,2,DESIERTA,3
"","",JUDICIAL,2020,2,VENDIDA,10
"","",JUDICIAL,2020,3,VENDIDA,6
"","",JUDICIAL,2020,4,DESIERTA,4
"","",JUDICIAL,2020,4,VENDIDA,14
"","",JUDICIAL,2021,1,DESIERTA,2
"","",JUDICIAL,2021,1,VENDIDA,6
"","",JUDICIAL,2021,2,DESIERTA,6
"","",JUDICIAL,2021,2,VENDIDA,13
"","",JUDICIAL,2021,4,DESIERTA,3
"","",JUDICIAL,2021,4,VENDIDA,13
"","",JUDICIAL,2022,1,DESIERTA,1
"","",JUDICIAL,2022,1,VENDIDA,11
"","",JUDICIAL,2022,2,DESIERTA,3
"","",JUDICIAL,2022,2,VENDIDA,17
"","",JUDICIAL,2022,3,DESIERTA,2
"","",JUDICIAL,2022,3,VENDIDA,7
"","",JUDICIAL,2022,4,DESIERTA,3
"","",JUDICIAL,2022,4,VENDIDA,19
"","",JUDICIAL,2023,1,DESIERTA,1
"","",JUDICIAL,2023,1,VENDIDA,5
"","",JUDICIAL,2023,2,VENDIDA,16
"","",JUDICIAL,2023,3,VENDIDA,9
"","",JUDICIAL,2023,4,DESIERTA,1
"","",JUDICIAL,2023,4,VENDIDA,13
"","",JUDICIAL,2024,1,DESIERTA,2
"","",JUDICIAL,2024,1,VENDIDA,10
"","",JUDICIAL,2024,2,DESIERTA,2
"","",JUDICIAL,2024,2,VENDIDA,21
"","",JUDICIAL,2024,3,DESIERTA,1
"","",JUDICIAL,2024,3,VENDIDA,11
"","",JUDICIAL,2024,4,DESIERTA,2
"","",JUDICIAL,2024,4,VENDIDA,20
"","",JUDICIAL,2025,1,DESIERTA,2
"","",JUDICIAL,2025,1,VENDIDA,3
"","",JUDICIAL,2025,2,DESIERTA,2
"","",JUDICIAL,2025,2,VENDIDA,11
"","",JUDICIAL,2025,3,VENDIDA,5
"","",JUDICIAL,2025,4,DESIERTA,1
"","",JUDICIAL,2025,4,VENDIDA,2
"","",JUDICIAL,2026,1,CANCELADA,28
"","",JUDICIAL,2026,1,DESIERTA,4
"","",JUDICIAL,2026,1,VENDIDA,21
"","",JUDICIAL,2026,2,CANCELADA,3
"","",JUDICIAL,2026,2,DESIERTA,3
"","",JUDICIAL,2026,2,VENDIDA,22
"","",NOTARIAL,2020,2,VENDIDA,1
"","",NOTARIAL,2023,1,VENDIDA,1
"","",NOTARIAL,2024,4,VENDIDA,1
"","",NOTARIAL,2026,1,CANCELADA,1
"","",NOTARIAL,2026,1,VENDIDA,1
"",Desconocida,AEAT,2026,1,VENDIDA,3
"",Desconocida,JUDICIAL,2026,1,DESIERTA,2
"",Desconocida,JUDICIAL,2026,1,VENDIDA,18
"",Desconocida,JUDICIAL,2026,2,CANCELADA,1
"",Madrid,JUDICIAL,2026,1,CANCELADA,1
A Coruña,"",AEAT,2019,1,DESIERTA,1
A Coruña,"",AEAT,2019,1,VENDIDA,2
A Coruña,"",AEAT,2019,2,VENDIDA,2
A Coruña,"",AEAT,2019,4,VENDIDA,2
A Coruña,"",AEAT,2020,1,DESIERTA,1
A Coruña,"",AEAT,2020,4,VENDIDA,1
A Coruña,"",AEAT,2021,2,VENDIDA,2
A Coruña,"",AEAT,2021,3,VENDIDA,1
A Coruña,"",AEAT,2021,4,VENDIDA,1
A Coruña,"",AEAT,2022,2,VENDIDA,1
A Coruña,"",AEAT,2022,4,VENDIDA,1
A Coruña,"",AEAT,2023,3,VENDIDA,1
A Coruña,"",AEAT,2024,1,VENDIDA,3
A Coruña,"",AEAT,2024,4,VENDIDA,1
A Coruña,"",AEAT,2025,1,VENDIDA,1
A Coruña,"",AEAT,2026,2,CANCELADA,1
A Coruña,"",AEAT,2026,2,VENDIDA,4
A Coruña,"",AEAT,2026,3,VENDIDA,1
A Coruña,"",JUDICIAL,2015,4,DESIERTA,1
A Coruña,"",JUDICIAL,2016,1,DESIERTA,2
A Coruña,"",JUDICIAL,2016,1,VENDIDA,4
A Coruña,"",JUDICIAL,2016,2,DESIERTA,1
A Coruña,"",JUDICIAL,2016,2,VENDIDA,15
A Coruña,"",JUDICIAL,2016,3,DESIERTA,1
A Coruña,"",JUDICIAL,2016,3,VENDIDA,1
A Coruña,"",JUDICIAL,2016,4,DESIERTA,3
A Coruña,"",JUDICIAL,2016,4,VENDIDA,3
A Coruña,"",JUDICIAL,2017,1,DESIERTA,7
A Coruña,"",JUDICIAL,2017,1,VENDIDA,13
A Coruña,"",JUDICIAL,2017,2,DESIERTA,2
A Coruña,"",JUDICIAL,2017,2,VENDIDA,7
A Coruña,"",JUDICIAL,2017,3,DESIERTA,1
A Coruña,"",JUDICIAL,2017,3,VENDIDA,6
A Coruña,"",JUDICIAL,2017,4,DESIERTA,5
A Coruña,"",JUDICIAL,2017,4,VENDIDA,8
A Coruña,"",JUDICIAL,2018,1,DESIERTA,1
A Coruña,"",JUDICIAL,2018,1,VENDIDA,13
A Coruña,"",JUDICIAL,2018,2,DESIERTA,2
A Coruña,"",JUDICIAL,2018,2,VENDIDA,3
A Coruña,"",JUDICIAL,2018,3,VENDIDA,4
A Coruña,"",JUDICIAL,2018,4,DESIERTA,3
A Coruña,"",JUDICIAL,2018,4,VENDIDA,9
A Coruña,"",JUDICIAL,2019,1,DESIERTA,3
A Coruña,"",JUDICIAL,2019,1,VENDIDA,7
A Coruña,"",JUDICIAL,2019,2,DESIERTA,3
A Coruña,"",JUDICIAL,2019,2,VENDIDA,3
A Coruña,"",JUDICIAL,2019,3,DESIERTA,1
A Coruña,"",JUDICIAL,2019,3,VENDIDA,3
A Coruña,"",JUDICIAL,2019,4,DESIERTA,1
A Coruña,"",JUDICIAL,2019,4,VENDIDA,7
A Coruña,"",JUDICIAL,2020,1,DESIERTA,2
A Coruña,"",JUDICIAL,2020,1,VENDIDA,7
A Coruña,"",JUDICIAL,2020,3,DESIERTA,2
A Coruña,"",JUDICIAL,2020,3,VENDIDA,2
A Coruña,"",JUDICIAL,2020,4,DESIERTA,1
A Coruña,"",JUDICIAL,2020,4,VENDIDA,4
A Coruña,"",JUDICIAL,2021,1,DESIERTA,1
A Coruña,"",JUDICIAL,2021,1,VENDIDA,6
A Coruña,"",JUDICIAL,2021,2,DESIERTA,1
A Coruña,"",JUDICIAL,2021,2,VENDIDA,2
A Coruña,"",JUDICIAL,2021,3,DESIERTA,1
A Coruña,"",JUDICIAL,2021,3,VENDIDA,8
A Coruña,"",JUDICIAL,2021,4,DESIERTA,2
A Coruña,"",JUDICIAL,2021,4,VENDIDA,3
A Coruña,"",JUDICIAL,2022,1,DESIERTA,3
A Coruña,"",JUDICIAL,2022,1,VENDIDA,5
A Coruña,"",JUDICIAL,2022,2,VENDIDA,7
A Coruña,"",JUDICIAL,2022,3,VENDIDA,2
A Coruña,"",JUDICIAL,2022,4,VENDIDA,2
A Coruña,"",JUDICIAL,2023,1,VENDIDA,2
A Coruña,"",JUDICIAL,2023,2,DESIERTA,1
A Coruña,"",JUDICIAL,2023,2,VENDIDA,5
A Coruña,"",JUDICIAL,2023,3,DESIERTA,1
A Coruña,"",JUDICIAL,2023,3,VENDIDA,2
A Coruña,"",JUDICIAL,2023,4,VENDIDA,3
A Coruña,"",JUDICIAL,2024,1,VENDIDA,4
A Coruña,"",JUDICIAL,2024,2,VENDIDA,6
A Coruña,"",JUDICIAL,2024,4,VENDIDA,6
A Coruña,"",JUDICIAL,2025,1,VENDIDA,3
A Coruña,"",JUDICIAL,2025,2,VENDIDA,3
A Coruña,"",JUDICIAL,2025,3,VENDIDA,2
A Coruña,"",JUDICIAL,2025,4,VENDIDA,1
A Coruña,"",JUDICIAL,2026,1,CANCELADA,21
A Coruña,"",JUDICIAL,2026,1,VENDIDA,1
A Coruña,"",JUDICIAL,2026,2,CANCELADA,1
A Coruña,"",JUDICIAL,2026,2,VENDIDA,1
A Coruña,"",JUDICIAL,2026,3,VENDIDA,1
A Coruña,"",NOTARIAL,2016,1,DESIERTA,1
A Coruña,"",NOTARIAL,2016,1,VENDIDA,1
A Coruña,"",NOTARIAL,2017,1,DESIERTA,1
A Coruña,"",NOTARIAL,2017,3,VENDIDA,1
A Coruña,"",NOTARIAL,2017,4,DESIERTA,1
A Coruña,"",NOTARIAL,2018,1,VENDIDA,1
A Coruña,"",NOTARIAL,2018,4,DESIERTA,1
A Coruña,"",NOTARIAL,2019,1,DESIERTA,1
A Coruña,"",NOTARIAL,2019,1,VENDIDA,1
A Coruña,"",NOTARIAL,2019,2,DESIERTA,1
A Coruña,"",NOTARIAL,2019,3,VENDIDA,1
A Coruña,"",NOTARIAL,2020,4,DESIERTA,1
A Coruña,"",NOTARIAL,2021,1,VENDIDA,1
A Coruña,"",NOTARIAL,2021,4,DESIERTA,1
A Coruña,"",NOTARIAL,2022,4,DESIERTA,1
A Coruña,"",NOTARIAL,2022,4,VENDIDA,1
A Coruña,"",NOTARIAL,2023,2,VENDIDA,1
A Coruña,"",NOTARIAL,2023,3,VENDIDA,1
A Coruña,"",NOTARIAL,2024,1,VENDIDA,1
A Coruña,"",NOTARIAL,2024,4,DESIERTA,2
A Coruña,"",NOTARIAL,2025,3,VENDIDA,1
A Coruña,"",NOTARIAL,2026,1,CANCELADA,10
A Coruña,A,JUDICIAL,2017,4,VENDIDA,1
A Coruña,A Baña,JUDICIAL,2020,1,VENDIDA,1
A Coruña,A Baña,JUDICIAL,2024,2,DESIERTA,1
A Coruña,A Baña,JUDICIAL,2024,4,VENDIDA,1
A Coruña,A Capela,JUDICIAL,2026,1,CANCELADA,1
A Coruña,A Capela,JUDICIAL,2026,1,VENDIDA,1
A Coruña,A Coruña,AEAT,2019,1,VENDIDA,2
A Coruña,A Coruña,AEAT,2019,2,VENDIDA,1
A Coruña,A Coruña,AEAT,2019,3,VENDIDA,1
A Coruña,A Coruña,AEAT,2019,4,DESIERTA,1
A Coruña,A Coruña,AEAT,2019,4,VENDIDA,1
A Coruña,A Coruña,AEAT,2020,4,VENDIDA,1
A Coruña,A Coruña,AEAT,2021,1,VENDIDA,1
A Coruña,A Coruña,AEAT,2021,4,VENDIDA,2
A Coruña,A Coruña,AEAT,2022,1,CANCELADA,1
A Coruña,A Coruña,AEAT,2022,2,VENDIDA,1
A Coruña,A Coruña,AEAT,2022,4,VENDIDA,4
A Coruña,A Coruña,AEAT,2023,1,CANCELADA,1
A Coruña,A Coruña,AEAT,2023,1,VENDIDA,1
A Coruña,A Coruña,AEAT,2023,2,VENDIDA,3
A Coruña,A Coruña,AEAT,2023,3,VENDIDA,1
A Coruña,A Coruña,AEAT,2024,1,VENDIDA,1
A Coruña,A Coruña,AEAT,2024,2,VENDIDA,4
A Coruña,A Coruña,AEAT,2024,3,VENDIDA,5
A Coruña,A Coruña,AEAT,2024,4,VENDIDA,4
A Coruña,A Coruña,AEAT,2025,1,VENDIDA,1
A Coruña,A Coruña,AEAT,2025,2,VENDIDA,1
A Coruña,A Coruña,AEAT,2025,3,VENDIDA,1
A Coruña,A Coruña,AEAT,2026,1,CANCELADA,2
A Coruña,A Coruña,AEAT,2026,1,VENDIDA,21
A Coruña,A Coruña,JUDICIAL,2016,1,DESIERTA,2
A Coruña,A Coruña,JUDICIAL,2016,1,VENDIDA,4
A Coruña,A Coruña,JUDICIAL,2016,2,DESIERTA,9
A Coruña,A Coruña,JUDICIAL,2016,2,VENDIDA,5
A Coruña,A Coruña,JUDICIAL,2016,3,DESIERTA,4
A Coruña,A Coruña,JUDICIAL,2016,3,VENDIDA,2
A Coruña,A Coruña,JUDICIAL,2016,4,DESIERTA,4
A Coruña,A Coruña,JUDICIAL,2016,4,VENDIDA,3
A Coruña,A Coruña,JUDICIAL,2017,1,DESIERTA,6
A Coruña,A Coruña,JUDICIAL,2017,1,VENDIDA,5
A Coruña,A Coruña,JUDICIAL,2017,2,DESIERTA,5
A Coruña,A Coruña,JUDICIAL,2017,2,VENDIDA,3
A Coruña,A Coruña,JUDICIAL,2017,3,DESIERTA,4
A Coruña,A Coruña,JUDICIAL,2017,3,VENDIDA,4
A Coruña,A Coruña,JUDICIAL,2017,4,DESIERTA,4
A Coruña,A Coruña,JUDICIAL,2017,4,VENDIDA,5
A Coruña,A Coruña,JUDICIAL,2018,1,DESIERTA,3
A Coruña,A Coruña,JUDICIAL,2018,1,VENDIDA,5
A Coruña,A Coruña,JUDICIAL,2018,2,DESIERTA,3
A Coruña,A Coruña,JUDICIAL,2018,2,VENDIDA,3
A Coruña,A Coruña,JUDICIAL,2018,3,DESIERTA,1
A Coruña,A Coruña,JUDICIAL,2018,3,VENDIDA,3
A Coruña,A Coruña,JUDICIAL,2018,4,DESIERTA,4
A Coruña,A Coruña,JUDICIAL,2018,4,VENDIDA,5
A Coruña,A Coruña,JUDICIAL,2019,1,VENDIDA,3
A Coruña,A Coruña,JUDICIAL,2019,2,DESIERTA,1
A Coruña,A Coruña,JUDICIAL,2019,2,VENDIDA,5
A Coruña,A Coruña,JUDICIAL,2019,3,DESIERTA,2
A Coruña,A Coruña,JUDICIAL,2019,3,VENDIDA,3
A Coruña,A Coruña,JUDICIAL,2019,4,DESIERTA,2
A Coruña,A Coruña,JUDICIAL,2019,4,VENDIDA,5
A Coruña,A Coruña,JUDICIAL,2020,1,DESIERTA,1
A Coruña,A Coruña,JUDICIAL,2020,1,VENDIDA,2
A Coruña,A Coruña,JUDICIAL,2020,2,VENDIDA,1
A Coruña,A Coruña,JUDICIAL,2020,3,DESIERTA,1
A Coruña,A Coruña,JUDICIAL,2020,3,VENDIDA,4
A Coruña,A Coruña,JUDICIAL,2020,4,DESIERTA,4
A Coruña,A Coruña,JUDICIAL,2020,4,VENDIDA,5
A Coruña,A Coruña,JUDICIAL,2021,1,DESIERTA,2
A Coruña,A Coruña,JUDICIAL,2021,1,VENDIDA,7
A Coruña,A Coruña,JUDICIAL,2021,2,DESIERTA,1
A Coruña,A Coruña,JUDICIAL,2021,2,VENDIDA,6
A Coruña,A Coruña,JUDICIAL,2021,3,DESIERTA,1
A Coruña,A Coruña,JUDICIAL,2021,3,VENDIDA,4
A Coruña,A Coruña,JUDICIAL,2021,4,DESIERTA,2
A Coruña,A Coruña,JUDICIAL,2021,4,VENDIDA,3
A Coruña,A Coruña,JUDICIAL,2022,1,DESIERTA,2
A Coruña,A Coruña,JUDICIAL,2022,1,VENDIDA,3
A Coruña,A Coruña,JUDICIAL,2022,2,DESIERTA,2
A Coruña,A Coruña,JUDICIAL,2022,2,VENDIDA,3
A Coruña,A Coruña,JUDICIAL,2022,3,VENDIDA,4
A Coruña,A Coruña,JUDICIAL,2022,4,VENDIDA,7
A Coruña,A Coruña,JUDICIAL,2023,1,VENDIDA,3
A Coruña,A Coruña,JUDICIAL,2023,2,DESIERTA,1
A Coruña,A Coruña,JUDICIAL,2023,2,VENDIDA,5
A Coruña,A Coruña,JUDICIAL,2023,3,VENDIDA,3
A Coruña,A Coruña,JUDICIAL,2023,4,VENDIDA,2
A Coruña,A Coruña,JUDICIAL,2024,1,DESIERTA,1
A Coruña,A Coruña,JUDICIAL,2024,1,VENDIDA,3
A Coruña,A Coruña,JUDICIAL,2024,2,VENDIDA,2
A Coruña,A Coruña,JUDICIAL,2024,3,DESIERTA,1
A Coruña,A Coruña,JUDICIAL,2024,3,VENDIDA,6
A Coruña,A Coruña,JUDICIAL,2024,4,VENDIDA,3
A Coruña,A Coruña,JUDICIAL,2025,1,DESIERTA,1
A Coruña,A Coruña,JUDICIAL,2025,1,VENDIDA,3
A Coruña,A Coruña,JUDICIAL,2025,2,DESIERTA,2
A Coruña,A Coruña,JUDICIAL,2025,2,VENDIDA,8
A Coruña,A Coruña,JUDICIAL,2025,3,VENDIDA,3
A Coruña,A Coruña,JUDICIAL,2025,4,VENDIDA,1
A Coruña,A Coruña,JUDICIAL,2026,1,CANCELADA,45
A Coruña,A Coruña,JUDICIAL,2026,1,VENDIDA,4
A Coruña,A Coruña,JUDICIAL,2026,2,CANCELADA,3
A Coruña,A Coruña,JUDICIAL,2026,2,DESIERTA,1
A Coruña,A Coruña,JUDICIAL,2026,2,VENDIDA,4
A Coruña,A Coruña,JUDICIAL,2026,3,VENDIDA,5
A Coruña,A Laracha,JUDICIAL,2017,1,DESIERTA,1
A Coruña,A Laracha,JUDICIAL,2017,4,DESIERTA,1
A Coruña,A Laracha,JUDICIAL,2019,2,DESIERTA,1
A Coruña,A Laracha,JUDICIAL,2020,4,DESIERTA,1
A Coruña,A Laracha,JUDICIAL,2022,3,DESIERTA,1
A Coruña,A Laracha,JUDICIAL,2023,1,DESIERTA,1
A Coruña,A Laracha,JUDICIAL,2023,1,VENDIDA,1
A Coruña,A Laracha,JUDICIAL,2024,2,VENDIDA,1
A Coruña,A Laracha,JUDICIAL,2026,1,CANCELADA,1
A Coruña,A Pastoriza-Arteixo,JUDICIAL,2019,2,VENDIDA,1
A Coruña,A Pobra do Caramiñal,JUDICIAL,2018,1,DESIERTA,1
A Coruña,A Pobra do Caramiñal,JUDICIAL,2019,1,DESIERTA,1
A Coruña,A Pobra do Caramiñal,JUDICIAL,2021,1,VENDIDA,1
A Coruña,A Pobra do Caramiñal,JUDICIAL,2022,1,VENDIDA,1
A Coruña,A Pobra do Caramiñal,JUDICIAL,2023,4,DESIERTA,1
A Coruña,A Pobra do Caramiñal,JUDICIAL,2026,1,CANCELADA,1
A Coruña,A Pobra do Caramiñal,JUDICIAL,2026,1,VENDIDA,1
A Coruña,Abegondo,AEAT,2021,2,VENDIDA,1
A Coruña,Abegondo,AEAT,2024,1,VENDIDA,2
A Coruña,Abegondo,JUDICIAL,2017,1,DESIERTA,1
A Coruña,Abegondo,JUDICIAL,2019,3,DESIERTA,1
A Coruña,Abegondo,JUDICIAL,2020,3,VENDIDA,1
A Coruña,Abegondo,JUDICIAL,2022,3,DESIERTA,1
A Coruña,Acoruña,JUDICIAL,2016,2,DESIERTA,1
A Coruña,Aguiño,JUDICIAL,2021,1,DESIERTA,1
A Coruña,Aguiño- Ribeira,JUDICIAL,2020,4,VENDIDA,1
A Coruña,Ames,AEAT,2019,2,VENDIDA,4
A Coruña,Ames,AEAT,2019,3,VENDIDA,1
A Coruña,Ames,AEAT,2019,4,VENDIDA,1
A Coruña,Ames,AEAT,2021,3,VENDIDA,6
A Coruña,Ames,AEAT,2022,3,VENDIDA,1
A Coruña,Ames,AEAT,2023,4,VENDIDA,1
A Coruña,Ames,AEAT,2026,2,VENDIDA,1
A Coruña,Ames,JUDICIAL,2016,1,DESIERTA,1
A Coruña,Ames,JUDICIAL,2016,2,DESIERTA,1
A Coruña,Ames,JUDICIAL,2016,3,DESIERTA,1
A Coruña,Ames,JUDICIAL,2017,1,DESIERTA,2
A Coruña,Ames,JUDICIAL,2017,3,DESIERTA,2
A Coruña,Ames,JUDICIAL,2017,4,DESIERTA,2
A Coruña,Ames,JUDICIAL,2018,1,DESIERTA,1
A Coruña,Ames,JUDICIAL,2018,3,VENDIDA,1
A Coruña,Ames,JUDICIAL,2018,4,DESIERTA,1
A Coruña,Ames,JUDICIAL,2018,4,VENDIDA,1
A Coruña,Ames,JUDICIAL,2019,1,DESIERTA,1
A Coruña,Ames,JUDICIAL,2019,3,DESIERTA,1
A Coruña,Ames,JUDICIAL,2019,3,VENDIDA,1
A Coruña,Ames,JUDICIAL,2020,1,DESIERTA,1
A Coruña,Ames,JUDICIAL,2020,1,VENDIDA,2
A Coruña,Ames,JUDICIAL,2020,2,DESIERTA,1
A Coruña,Ames,JUDICIAL,2020,4,DESIERTA,1
A Coruña,Ames,JUDICIAL,2020,4,VENDIDA,1
A Coruña,Ames,JUDICIAL,2021,1,DESIERTA,1
A Coruña,Ames,JUDICIAL,2021,4,VENDIDA,1
A Coruña,Ames,JUDICIAL,2022,1,VENDIDA,2
A Coruña,Ames,JUDICIAL,2022,2,VENDIDA,2
A Coruña,Ames,JUDICIAL,2022,4,VENDIDA,3
A Coruña,Ames,JUDICIAL,2024,1,DESIERTA,1
A Coruña,Ames,JUDICIAL,2024,2,VENDIDA,1
A Coruña,Ames,JUDICIAL,2024,3,VENDIDA,1
A Coruña,Ames,JUDICIAL,2024,4,DESIERTA,2
A Coruña,Ames,JUDICIAL,2026,1,CANCELADA,4
A Coruña,Ames,NOTARIAL,2022,2,DESIERTA,1
A Coruña,Aranga,JUDICIAL,2017,4,DESIERTA,1
A Coruña,Arca,JUDICIAL,2017,3,DESIERTA,1
A Coruña,Arca,JUDICIAL,2017,4,VENDIDA,1
A Coruña,Arca- o Pino,JUDICIAL,2021,1,DESIERTA,1
A Coruña,Ares,AEAT,2021,2,VENDIDA,1
A Coruña,Ares,AEAT,2023,3,VENDIDA,1
A Coruña,Ares,JUDICIAL,2016,2,DESIERTA,4
A Coruña,Ares,JUDICIAL,2017,1,DESIERTA,1
A Coruña,Ares,JUDICIAL,2019,1,DESIERTA,1
A Coruña,Ares,JUDICIAL,2020,1,VENDIDA,2
A Coruña,Ares,JUDICIAL,2020,2,DESIERTA,1
A Coruña,Ares,JUDICIAL,2020,4,DESIERTA,1
A Coruña,Ares,JUDICIAL,2021,1,DESIERTA,1
A Coruña,Ares,JUDICIAL,2021,2,VENDIDA,1
A Coruña,Ares,JUDICIAL,2022,1,DESIERTA,1
A Coruña,Ares,JUDICIAL,2022,2,VENDIDA,1
A Coruña,Ares,JUDICIAL,2022,4,DESIERTA,1
A Coruña,Ares,JUDICIAL,2024,2,VENDIDA,1
A Coruña,Ares,JUDICIAL,2025,2,VENDIDA,1
A Coruña,Ares,JUDICIAL,2026,1,CANCELADA,7
A Coruña,Ares,JUDICIAL,2026,1,VENDIDA,1
A Coruña,Ares,NOTARIAL,2021,3,DESIERTA,2
A Coruña,Ares,NOTARIAL,2022,1,DESIERTA,1
A Coruña,Ares,NOTARIAL,2022,1,VENDIDA,1
A Coruña,Arrueiro da Pontela. Camelle,JUDICIAL,2017,2,DESIERTA,1
A Coruña,Arteixo,AEAT,2019,2,VENDIDA,6
A Coruña,Arteixo,AEAT,2019,4,VENDIDA,1
A Coruña,Arteixo,AEAT,2021,4,VENDIDA,9
A Coruña,Arteixo,AEAT,2022,3,VENDIDA,1
A Coruña,Arteixo,AEAT,2023,2,DESIERTA,1
A Coruña,Arteixo,AEAT,2024,1,VENDIDA,3
A Coruña,Arteixo,AEAT,2024,2,VENDIDA,1
A Coruña,Arteixo,AEAT,2025,1,VENDIDA,1
A Coruña,Arteixo,AEAT,2025,2,VENDIDA,1
A Coruña,Arteixo,AEAT,2025,4,VENDIDA,1
A Coruña,Arteixo,AEAT,2026,2,VENDIDA,1
A Coruña,Arteixo,JUDICIAL,2016,1,VENDIDA,1
A Coruña,Arteixo,JUDICIAL,2016,2,DESIERTA,4
A Coruña,Arteixo,JUDICIAL,2016,2,VENDIDA,1
A Coruña,Arteixo,JUDICIAL,2016,3,DESIERTA,1
A Coruña,Arteixo,JUDICIAL,2016,3,VENDIDA,1
A Coruña,Arteixo,JUDICIAL,2016,4,DESIERTA,3
A Coruña,Arteixo,JUDICIAL,2017,1,DESIERTA,4
A Coruña,Arteixo,JUDICIAL,2017,1,VENDIDA,3
A Coruña,Arteixo,JUDICIAL,2017,2,DESIERTA,3
A Coruña,Arteixo,JUDICIAL,2017,2,VENDIDA,3
A Coruña,Arteixo,JUDICIAL,2017,4,DESIERTA,3
A Coruña,Arteixo,JUDICIAL,2017,4,VENDIDA,2
A Coruña,Arteixo,JUDICIAL,2018,1,DESIERTA,1
A Coruña,Arteixo,JUDICIAL,2018,1,VENDIDA,1
A Coruña,Arteixo,JUDICIAL,2018,2,DESIERTA,1
A Coruña,Arteixo,JUDICIAL,2018,2,VENDIDA,1
A Coruña,Arteixo,JUDICIAL,2018,3,VENDIDA,2
A Coruña,Arteixo,JUDICIAL,2018,4,DESIERTA,2
A Coruña,Arteixo,JUDICIAL,2018,4,VENDIDA,1
A Coruña,Arteixo,JUDICIAL,2019,1,VENDIDA,1
A Coruña,Arteixo,JUDICIAL,2019,3,DESIERTA,1
A Coruña,Arteixo,JUDICIAL,2019,4,DESIERTA,1
A Coruña,Arteixo,JUDICIAL,2019,4,VENDIDA,1
